time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,accel_x,accel_y,accel_z,euler_x,euler_y,euler_z,thrust_force_x,thrust_force_y,thrust_force_z,thrust_force_mag,thrust_slack,mass
3.967395,0.000000,0.000000,1.191090,0.000000,0.000000,-1.033192,0.000000,0.000000,10.173884,-0.000000,0.000000,0.000000,0.000000,0.000000,1977.032087,1977.032087,10.174438,194.324222
4.035798,0.000000,0.000000,1.086604,0.000000,0.000000,-0.994913,0.000000,0.000000,10.182427,-0.000000,0.000000,0.000000,0.000000,0.000000,1977.654847,1977.654847,10.182984,194.222344
4.104202,0.000000,0.000000,0.986111,0.000000,0.000000,-0.955689,0.000000,0.000000,10.192224,-0.000000,0.000000,0.000000,0.000000,0.000000,1978.518793,1978.518793,10.192785,194.120427
4.172605,0.000000,0.000000,0.889715,0.000000,0.000000,-0.915384,0.000000,0.000000,10.203411,-0.000000,0.000000,0.000000,0.000000,0.000000,1979.650092,1979.650092,10.203978,194.018459
4.241008,0.000000,0.000000,0.797536,0.000000,0.000000,-0.873854,0.000000,0.000000,10.216002,-0.000000,0.000000,0.000000,0.000000,0.000000,1981.050520,1981.050520,10.216576,193.916426
4.309412,0.000000,0.000000,0.709705,0.000000,0.000000,-0.830961,0.000000,0.000000,10.229852,-0.000000,0.000000,0.000000,0.000000,0.000000,1982.691801,1982.691801,10.230435,193.814314
4.377815,0.000000,0.000000,0.626371,0.000000,0.000000,-0.786593,0.000000,0.000000,10.244652,-0.000000,0.000000,0.000000,0.000000,0.000000,1984.513202,1984.513202,10.245247,193.712113
4.446218,0.000000,0.000000,0.547687,0.000000,0.000000,-0.740675,0.000000,0.000000,10.259929,-0.000000,0.000000,0.000000,0.000000,0.000000,1986.423056,1986.423056,10.260538,193.609816
4.514622,0.000000,0.000000,0.473816,0.000000,0.000000,-0.693190,0.000000,0.000000,10.275079,-0.000000,0.000000,0.000000,0.000000,0.000000,1988.303997,1988.303997,10.275704,193.507421
4.583025,0.000000,0.000000,0.404916,0.000000,0.000000,-0.644186,0.000000,0.000000,10.289400,-0.000000,0.000000,0.000000,0.000000,0.000000,1990.020790,1990.020790,10.290046,193.404933
4.651429,0.000000,0.000000,0.341137,0.000000,0.000000,-0.593787,0.000000,0.000000,10.302148,-0.000000,0.000000,0.000000,0.000000,0.000000,1991.429604,1991.429604,10.302818,193.302365
4.719832,0.000000,0.000000,0.282612,0.000000,0.000000,-0.542194,0.000000,0.000000,10.312590,-0.000000,0.000000,0.000000,0.000000,0.000000,1992.389560,1992.389560,10.313289,193.199735
4.788235,0.000000,0.000000,0.229451,0.000000,0.000000,-0.489676,0.000000,0.000000,10.320108,-0.000000,0.000000,0.000000,0.000000,0.000000,1992.782700,1992.782700,10.320843,193.097070
4.856639,0.000000,0.000000,0.181733,0.000000,0.000000,-0.436548,0.000000,0.000000,10.324420,-0.000000,0.000000,0.000000,0.000000,0.000000,1992.555277,1992.555277,10.325199,192.994400
4.925042,0.000000,0.000000,0.139504,0.000000,0.000000,-0.383120,0.000000,0.000000,10.325944,-0.000000,0.000000,0.000000,0.000000,0.000000,1991.789562,1991.789562,10.326777,192.891756
4.993445,0.000000,0.000000,0.102786,0.000000,0.000000,-0.329600,0.000000,0.000000,10.326187,-0.000000,0.000000,0.000000,0.000000,0.000000,1990.776848,1990.776848,10.327088,192.789157
5.061849,0.000000,0.000000,0.071586,0.000000,0.000000,-0.275995,0.000000,0.000000,10.327599,-0.000000,0.000000,0.000000,0.000000,0.000000,1989.989889,1989.989889,10.328591,192.686603
5.130252,0.000000,0.000000,0.045926,0.000000,0.000000,-0.222071,0.000000,0.000000,10.332386,-0.000000,0.000000,0.000000,0.000000,0.000000,1989.852931,1989.852931,10.333504,192.584072
