time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z
1.208999999999999986e+01,1.659917731055849188e+01,4.607219569951860549e+00,4.607219569956201077e+00,-2.745371764391635772e+00,-3.086933286527415721e-01,-3.086933286527422382e-01
1.209999999999999964e+01,1.659380382747857752e+01,4.606618421739742786e+00,4.606618421744083314e+00,-2.746866106142828556e+00,-3.089251689114003163e-01,-3.089251689114037580e-01
1.210999999999999943e+01,1.658829895560388223e+01,4.605996087149389240e+00,4.605996087153729768e+00,-2.748250690161334830e+00,-3.091560209668242076e-01,-3.091560209668303694e-01
1.212000000000000099e+01,1.658278202971132131e+01,4.605371808854609839e+00,4.605371808858949478e+00,-2.749625204663080691e+00,-3.093867823614009360e-01,-3.093867823614097623e-01
1.213000000000000078e+01,1.657726510381875684e+01,4.604747530559829549e+00,4.604747530564170077e+00,-2.750999719164826551e+00,-3.096175437559776089e-01,-3.096175437559891552e-01
1.214000000000000057e+01,1.657174817792619592e+01,4.604123252265050148e+00,4.604123252269390676e+00,-2.752374233666572856e+00,-3.098483051505542818e-01,-3.098483051505684926e-01
1.215000000000000036e+01,1.656623125203363145e+01,4.603498973970270747e+00,4.603498973974610387e+00,-2.753748748168318716e+00,-3.100790665451309547e-01,-3.100790665451478856e-01
1.216000000000000014e+01,1.656071432614107053e+01,4.602874695675491346e+00,4.602874695679830985e+00,-2.755123262670064577e+00,-3.103098279397076276e-01,-3.103098279397272230e-01
1.216999999999999993e+01,1.655519740024850961e+01,4.602250417380711944e+00,4.602250417385051584e+00,-2.756497777171810437e+00,-3.105405893342843004e-01,-3.105405893343066159e-01
1.217999999999999972e+01,1.654968047435594514e+01,4.601626139085932543e+00,4.601626139090272183e+00,-2.757872291673556298e+00,-3.107713507288609733e-01,-3.107713507288860089e-01
1.218999999999999950e+01,1.654416354846338422e+01,4.601001860791153142e+00,4.601001860795491893e+00,-2.759246806175302158e+00,-3.110021121234376462e-01,-3.110021121234653463e-01
1.220000000000000107e+01,1.653864662257081974e+01,4.600377582496373741e+00,4.600377582500712492e+00,-2.760621320677048462e+00,-3.112328735180143746e-01,-3.112328735180447947e-01
1.221000000000000085e+01,1.653312969667825882e+01,4.599753304201594339e+00,4.599753304205933091e+00,-2.761995835178794323e+00,-3.114636349125910475e-01,-3.114636349126241321e-01
1.222000000000000064e+01,1.652761277078569435e+01,4.599129025906814938e+00,4.599129025911152802e+00,-2.763370349680540183e+00,-3.116943963071677204e-01,-3.116943963072035251e-01
1.223000000000000043e+01,1.652209584489313343e+01,4.598504747612034649e+00,4.598504747616373400e+00,-2.764744864182286044e+00,-3.119251577017443933e-01,-3.119251577017829180e-01
1.224000000000000021e+01,1.651657891900057251e+01,4.597880469317255248e+00,4.597880469321593999e+00,-2.766119378684031904e+00,-3.121559190963211217e-01,-3.121559190963622554e-01
1.225000000000000000e+01,1.651106199310800804e+01,4.597256191022475846e+00,4.597256191026814598e+00,-2.767493893185778209e+00,-3.123866804908977945e-01,-3.123866804909416484e-01
1.225999999999999979e+01,1.650554506721544712e+01,4.596631912727696445e+00,4.596631912732034309e+00,-2.768868407687524069e+00,-3.126174418854744674e-01,-3.126174418855209858e-01
1.226999999999999957e+01,1.650002814132288265e+01,4.596007634432917044e+00,4.596007634437254907e+00,-2.770242922189269930e+00,-3.128482032800511403e-01,-3.128482032801003787e-01
1.228000000000000114e+01,1.649451121543032173e+01,4.595383356138137643e+00,4.595383356142475506e+00,-2.771617436691015790e+00,-3.130789646746278687e-01,-3.130789646746797716e-01
1.229000000000000092e+01,1.648899428953775725e+01,4.594759077843358241e+00,4.594759077847695217e+00,-2.772991951192762095e+00,-3.133097260692045416e-01,-3.133097260692591646e-01
1.230000000000000071e+01,1.648347736364519633e+01,4.594134799548578840e+00,4.594134799552915815e+00,-2.774366465694507955e+00,-3.135404874637812145e-01,-3.135404874638385575e-01
1.231000000000000050e+01,1.647796043775263541e+01,4.593510521253799439e+00,4.593510521258136414e+00,-2.775740980196253815e+00,-3.137712488583578874e-01,-3.137712488584178949e-01
1.232000000000000028e+01,1.647244351186007094e+01,4.592886242959020038e+00,4.592886242963357013e+00,-2.777115494697999676e+00,-3.140020102529345603e-01,-3.140020102529972879e-01
1.233000000000000007e+01,1.646692658596751002e+01,4.592261964664240637e+00,4.592261964668576724e+00,-2.778490009199745536e+00,-3.142327716475112331e-01,-3.142327716475766808e-01
1.233999999999999986e+01,1.646140966007494555e+01,4.591637686369460347e+00,4.591637686373797322e+00,-2.779864523701491397e+00,-3.144635330420879060e-01,-3.144635330421560182e-01
1.234999999999999964e+01,1.645589273418238463e+01,4.591013408074680946e+00,4.591013408079017921e+00,-2.781239038203237257e+00,-3.146942944366645789e-01,-3.146942944367354111e-01
1.235999999999999943e+01,1.645037580828982371e+01,4.590389129779901545e+00,4.590389129784238520e+00,-2.782613552704983118e+00,-3.149250558312412518e-01,-3.149250558313147486e-01
1.237000000000000099e+01,1.644485888239725924e+01,4.589764851485122144e+00,4.589764851489458231e+00,-2.783988067206729422e+00,-3.151558172258179802e-01,-3.151558172258941970e-01
1.238000000000000078e+01,1.643934195650469832e+01,4.589140573190342742e+00,4.589140573194678829e+00,-2.785362581708475282e+00,-3.153865786203946531e-01,-3.153865786204735344e-01
1.239000000000000057e+01,1.643382503061213384e+01,4.588516294895563341e+00,4.588516294899899428e+00,-2.786737096210221143e+00,-3.156173400149713260e-01,-3.156173400150529273e-01
1.240000000000000036e+01,1.642830810471957292e+01,4.587892016600783940e+00,4.587892016605119139e+00,-2.788111610711967447e+00,-3.158481014095479988e-01,-3.158481014096323203e-01
1.241000000000000014e+01,1.642279117882700845e+01,4.587267738306004539e+00,4.587267738310339737e+00,-2.789486125213713308e+00,-3.160788628041246717e-01,-3.160788628042116577e-01
1.241999999999999993e+01,1.641727425293444753e+01,4.586643460011225137e+00,4.586643460015560336e+00,-2.790860639715459168e+00,-3.163096241987013446e-01,-3.163096241987910506e-01
1.242999999999999972e+01,1.641175732704188661e+01,4.586019181716445736e+00,4.586019181720780935e+00,-2.792235154217205029e+00,-3.165403855932780175e-01,-3.165403855933704436e-01
1.243999999999999950e+01,1.640624040114932214e+01,4.585394903421665447e+00,4.585394903426000646e+00,-2.793609668718950889e+00,-3.167711469878547459e-01,-3.167711469879497810e-01
1.245000000000000107e+01,1.640072347525675767e+01,4.584770625126886046e+00,4.584770625131221244e+00,-2.794984183220697194e+00,-3.170019083824314188e-01,-3.170019083825292294e-01
1.246000000000000085e+01,1.639520654936419675e+01,4.584146346832106644e+00,4.584146346836441843e+00,-2.796358697722443054e+00,-3.172326697770080917e-01,-3.172326697771085668e-01
1.247000000000000064e+01,1.638968962347163583e+01,4.583522068537327243e+00,4.583522068541662442e+00,-2.797733212224188915e+00,-3.174634311715847645e-01,-3.174634311716879598e-01
1.248000000000000043e+01,1.638417269757907135e+01,4.582897790242547842e+00,4.582897790246882153e+00,-2.799107726725934775e+00,-3.176941925661614929e-01,-3.176941925662672972e-01
1.249000000000000021e+01,1.637865577168651043e+01,4.582273511947768441e+00,4.582273511952102751e+00,-2.800482241227680635e+00,-3.179249539607381658e-01,-3.179249539608466901e-01
1.250000000000000000e+01,1.637313884579394596e+01,4.581649233652989039e+00,4.581649233657323350e+00,-2.801856755729426496e+00,-3.181557153553148387e-01,-3.181557153554260831e-01
1.250999999999999979e+01,1.636762191990138504e+01,4.581024955358209638e+00,4.581024955362543061e+00,-2.803231270231172800e+00,-3.183864767498915116e-01,-3.183864767500054205e-01
1.251999999999999957e+01,1.636210499400882412e+01,4.580400677063430237e+00,4.580400677067763660e+00,-2.804605784732918661e+00,-3.186172381444681845e-01,-3.186172381445848134e-01
1.253000000000000114e+01,1.635658806811625965e+01,4.579776398768649948e+00,4.579776398772984258e+00,-2.805980299234664521e+00,-3.188479995390449129e-01,-3.188479995391642063e-01
1.254000000000000092e+01,1.635107114222369873e+01,4.579152120473870546e+00,4.579152120478204857e+00,-2.807354813736410382e+00,-3.190787609336215858e-01,-3.190787609337435993e-01
1.255000000000000071e+01,1.634555421633113426e+01,4.578527842179091145e+00,4.578527842183424568e+00,-2.808729328238156686e+00,-3.193095223281982586e-01,-3.193095223283229922e-01
1.256000000000000050e+01,1.634003729043857334e+01,4.577903563884311744e+00,4.577903563888645166e+00,-2.810103842739902547e+00,-3.195402837227749315e-01,-3.195402837229023296e-01
1.257000000000000028e+01,1.633452036454600886e+01,4.577279285589532343e+00,4.577279285593865765e+00,-2.811478357241648407e+00,-3.197710451173516044e-01,-3.197710451174817226e-01
1.258000000000000007e+01,1.632900343865344794e+01,4.576655007294752942e+00,4.576655007299086364e+00,-2.812852871743394267e+00,-3.200018065119282773e-01,-3.200018065120610600e-01
1.258999999999999986e+01,1.632348651276088702e+01,4.576030728999973540e+00,4.576030729004306075e+00,-2.814227386245140128e+00,-3.202325679065049502e-01,-3.202325679066404529e-01
1.259999999999999964e+01,1.631796958686832255e+01,4.575406450705194139e+00,4.575406450709526673e+00,-2.815601900746885988e+00,-3.204633293010816231e-01,-3.204633293012198458e-01
1.260999999999999943e+01,1.631238773201751258e+01,4.574770754477709644e+00,4.574770754482041291e+00,-2.816912030453853966e+00,-3.206936271265692362e-01,-3.206936271267100680e-01
1.262000000000000099e+01,1.630673984771764040e+01,4.574123446793236347e+00,4.574123446797567993e+00,-2.818156684098336306e+00,-3.209234535258645438e-01,-3.209234535260079846e-01
1.263000000000000078e+01,1.630109196341776467e+01,4.573476139108763050e+00,4.573476139113094696e+00,-2.819401337742817759e+00,-3.211532799251597958e-01,-3.211532799253058457e-01
1.264000000000000057e+01,1.629544407911789250e+01,4.572828831424289753e+00,4.572828831428621399e+00,-2.820645991387299656e+00,-3.213831063244550479e-01,-3.213831063246037623e-01
1.265000000000000036e+01,1.628979619481802033e+01,4.572181523739816456e+00,4.572181523744147214e+00,-2.821890645031781553e+00,-3.216129327237503555e-01,-3.216129327239016233e-01
1.266000000000000014e+01,1.628414831051814460e+01,4.571534216055344046e+00,4.571534216059673916e+00,-2.823135298676263449e+00,-3.218427591230456075e-01,-3.218427591231994844e-01
1.266999999999999993e+01,1.627850042621827242e+01,4.570886908370870749e+00,4.570886908375200619e+00,-2.824379952320745346e+00,-3.220725855223408596e-01,-3.220725855224974010e-01
1.267999999999999972e+01,1.627285254191839670e+01,4.570239600686397452e+00,4.570239600690727322e+00,-2.825624605965227243e+00,-3.223024119216361116e-01,-3.223024119217952621e-01
1.268999999999999950e+01,1.626720465761852452e+01,4.569592293001924155e+00,4.569592293006254025e+00,-2.826869259609709140e+00,-3.225322383209314192e-01,-3.225322383210931232e-01
1.270000000000000107e+01,1.626155677331864879e+01,4.568944985317451746e+00,4.568944985321779839e+00,-2.828113913254191036e+00,-3.227620647202267268e-01,-3.227620647203910398e-01
1.271000000000000085e+01,1.625590888901877662e+01,4.568297677632978449e+00,4.568297677637306542e+00,-2.829358566898672933e+00,-3.229918911195219788e-01,-3.229918911196889564e-01
1.272000000000000064e+01,1.625026100471890089e+01,4.567650369948505151e+00,4.567650369952833245e+00,-2.830603220543154830e+00,-3.232217175188172864e-01,-3.232217175189868175e-01
1.273000000000000043e+01,1.624461312041902872e+01,4.567003062264031854e+00,4.567003062268359947e+00,-2.831847874187636727e+00,-3.234515439181125385e-01,-3.234515439182846785e-01
1.274000000000000021e+01,1.623896523611915299e+01,4.566355754579558557e+00,4.566355754583885762e+00,-2.833092527832118623e+00,-3.236813703174077905e-01,-3.236813703175825951e-01
1.275000000000000000e+01,1.623331735181928082e+01,4.565708446895086148e+00,4.565708446899412465e+00,-2.834337181476600520e+00,-3.239111967167030426e-01,-3.239111967168804562e-01
1.275999999999999979e+01,1.622766946751940864e+01,4.565061139210612851e+00,4.565061139214939168e+00,-2.835581835121082417e+00,-3.241410231159983502e-01,-3.241410231161783173e-01
1.276999999999999957e+01,1.622202158321953291e+01,4.564413831526139553e+00,4.564413831530465870e+00,-2.836826488765564314e+00,-3.243708495152936022e-01,-3.243708495154762339e-01
1.278000000000000114e+01,1.621637369891965719e+01,4.563766523841666256e+00,4.563766523845991685e+00,-2.838071142410046210e+00,-3.246006759145889098e-01,-3.246006759147741505e-01
1.279000000000000092e+01,1.621072581461978501e+01,4.563119216157192959e+00,4.563119216161518388e+00,-2.839315796054528107e+00,-3.248305023138842174e-01,-3.248305023140720116e-01
1.280000000000000071e+01,1.620507793031991284e+01,4.562471908472720550e+00,4.562471908477045091e+00,-2.840560449699010004e+00,-3.250603287131794694e-01,-3.250603287133699282e-01
1.281000000000000050e+01,1.619943004602003711e+01,4.561824600788247253e+00,4.561824600792571793e+00,-2.841805103343491901e+00,-3.252901551124747215e-01,-3.252901551126677893e-01
1.282000000000000028e+01,1.619378216172016494e+01,4.561177293103773955e+00,4.561177293108097608e+00,-2.843049756987973797e+00,-3.255199815117699735e-01,-3.255199815119656503e-01
1.283000000000000007e+01,1.618813427742028921e+01,4.560529985419300658e+00,4.560529985423624311e+00,-2.844294410632455694e+00,-3.257498079110652811e-01,-3.257498079112635669e-01
1.283999999999999986e+01,1.618248639312041703e+01,4.559882677734828249e+00,4.559882677739151013e+00,-2.845539064276937591e+00,-3.259796343103605332e-01,-3.259796343105614280e-01
1.284999999999999964e+01,1.617683850882054486e+01,4.559235370050354952e+00,4.559235370054677716e+00,-2.846783717921419488e+00,-3.262094607096557852e-01,-3.262094607098592891e-01
1.285999999999999943e+01,1.617119062452066913e+01,4.558588062365881655e+00,4.558588062370204419e+00,-2.848028371565901384e+00,-3.264392871089510928e-01,-3.264392871091572057e-01
1.287000000000000099e+01,1.616554274022079341e+01,4.557940754681408357e+00,4.557940754685730234e+00,-2.849273025210383281e+00,-3.266691135082464004e-01,-3.266691135084551223e-01
1.288000000000000078e+01,1.615989485592092123e+01,4.557293446996935060e+00,4.557293447001256936e+00,-2.850517678854865178e+00,-3.268989399075416524e-01,-3.268989399077529834e-01
1.289000000000000057e+01,1.615424697162104906e+01,4.556646139312462651e+00,4.556646139316783639e+00,-2.851762332499347075e+00,-3.271287663068369045e-01,-3.271287663070508445e-01
1.290000000000000036e+01,1.614859908732117333e+01,4.555998831627989354e+00,4.555998831632310342e+00,-2.853006986143828971e+00,-3.273585927061322121e-01,-3.273585927063487611e-01
1.291000000000000014e+01,1.614295120302130115e+01,4.555351523943516057e+00,4.555351523947836156e+00,-2.854251639788310868e+00,-3.275884191054274641e-01,-3.275884191056466221e-01
1.291999999999999993e+01,1.613730331872142543e+01,4.554704216259042759e+00,4.554704216263362859e+00,-2.855496293432792765e+00,-3.278182455047227162e-01,-3.278182455049445387e-01
1.292999999999999972e+01,1.613165543442155325e+01,4.554056908574570350e+00,4.554056908578889562e+00,-2.856740947077274217e+00,-3.280480719040180237e-01,-3.280480719042423998e-01
1.293999999999999950e+01,1.612600755012167753e+01,4.553409600890097053e+00,4.553409600894416265e+00,-2.857985600721756114e+00,-3.282778983033132758e-01,-3.282778983035402609e-01
1.295000000000000107e+01,1.612035966582180535e+01,4.552762293205623756e+00,4.552762293209942079e+00,-2.859230254366238455e+00,-3.285077247026085834e-01,-3.285077247028381775e-01
1.296000000000000085e+01,1.611471178152192962e+01,4.552114985521150459e+00,4.552114985525468782e+00,-2.860474908010720352e+00,-3.287375511019038354e-01,-3.287375511021360941e-01
1.297000000000000064e+01,1.610906389722205745e+01,4.551467677836677161e+00,4.551467677840995485e+00,-2.861719561655202249e+00,-3.289673775011991430e-01,-3.289673775014339552e-01
1.298000000000000043e+01,1.610341601292218172e+01,4.550820370152204752e+00,4.550820370156522188e+00,-2.862964215299684145e+00,-3.291972039004943951e-01,-3.291972039007318163e-01
1.299000000000000021e+01,1.609776812862230955e+01,4.550173062467731455e+00,4.550173062472048002e+00,-2.864208868944165598e+00,-3.294270302997896471e-01,-3.294270303000297329e-01
1.300000000000000000e+01,1.609212024432243737e+01,4.549525754783258158e+00,4.549525754787574705e+00,-2.865453522588647495e+00,-3.296568566990849547e-01,-3.296568566993275939e-01
1.300999999999999979e+01,1.608647236002256165e+01,4.548878447098784861e+00,4.548878447103101408e+00,-2.866698176233129391e+00,-3.298866830983802068e-01,-3.298866830986254550e-01
1.301999999999999957e+01,1.608082447572268947e+01,4.548231139414312452e+00,4.548231139418628111e+00,-2.867942829877611288e+00,-3.301165094976754588e-01,-3.301165094979233716e-01
1.303000000000000114e+01,1.607517659142281374e+01,4.547583831729839154e+00,4.547583831734153925e+00,-2.869187483522093629e+00,-3.303463358969707664e-01,-3.303463358972212882e-01
1.304000000000000092e+01,1.606952870712294157e+01,4.546936524045365857e+00,4.546936524049680628e+00,-2.870432137166575526e+00,-3.305761622962660740e-01,-3.305761622965191493e-01
1.305000000000000071e+01,1.606388082282306584e+01,4.546289216360892560e+00,4.546289216365207331e+00,-2.871676790811056978e+00,-3.308059886955613260e-01,-3.308059886958170104e-01
1.306000000000000050e+01,1.605823293852319367e+01,4.545641908676419263e+00,4.545641908680734034e+00,-2.872921444455538875e+00,-3.310358150948565781e-01,-3.310358150951149270e-01
1.307000000000000028e+01,1.605258505422331794e+01,4.544994600991946854e+00,4.544994600996259848e+00,-2.874166098100020772e+00,-3.312656414941518856e-01,-3.312656414944127881e-01
1.308000000000000007e+01,1.604693716992344577e+01,4.544347293307473556e+00,4.544347293311786551e+00,-2.875410751744502669e+00,-3.314954678934471377e-01,-3.314954678937106491e-01
1.308999999999999986e+01,1.604128928562357359e+01,4.543699985623000259e+00,4.543699985627313254e+00,-2.876655405388984565e+00,-3.317252942927423898e-01,-3.317252942930085657e-01
1.309999999999999964e+01,1.603564140132369786e+01,4.543052677938526962e+00,4.543052677942839956e+00,-2.877900059033466462e+00,-3.319551206920376973e-01,-3.319551206923064268e-01
1.310999999999999943e+01,1.602998463711821842e+01,4.542403635011008411e+00,4.542403635015320518e+00,-2.879134043852244140e+00,-3.321848882952178061e-01,-3.321848882954891446e-01
1.312000000000000099e+01,1.602421934073311149e+01,4.541733383557370551e+00,4.541733383561681769e+00,-2.880237631912413665e+00,-3.324139372792127012e-01,-3.324139372794865932e-01
1.313000000000000078e+01,1.601845404434800457e+01,4.541063132103732691e+00,4.541063132108043909e+00,-2.881341219972583190e+00,-3.326429862632075962e-01,-3.326429862634839862e-01
1.314000000000000057e+01,1.601268874796289765e+01,4.540392880650095719e+00,4.540392880654405161e+00,-2.882444808032752714e+00,-3.328720352472024913e-01,-3.328720352474814348e-01
1.315000000000000036e+01,1.600692345157779428e+01,4.539722629196457859e+00,4.539722629200767301e+00,-2.883548396092921795e+00,-3.331010842311973308e-01,-3.331010842314788278e-01
1.316000000000000014e+01,1.600115815519268736e+01,4.539052377742819999e+00,4.539052377747128553e+00,-2.884651984153091320e+00,-3.333301332151922258e-01,-3.333301332154762209e-01
1.316999999999999993e+01,1.599539285880758044e+01,4.538382126289182139e+00,4.538382126293490693e+00,-2.885755572213260844e+00,-3.335591821991871209e-01,-3.335591821994736139e-01
1.317999999999999972e+01,1.598962756242247352e+01,4.537711874835545167e+00,4.537711874839851944e+00,-2.886859160273430369e+00,-3.337882311831819604e-01,-3.337882311834710070e-01
1.318999999999999950e+01,1.598386226603736660e+01,4.537041623381907307e+00,4.537041623386214084e+00,-2.887962748333599450e+00,-3.340172801671768554e-01,-3.340172801674684555e-01
1.320000000000000107e+01,1.597809696965225967e+01,4.536371371928269447e+00,4.536371371932575336e+00,-2.889066336393769419e+00,-3.342463291511717505e-01,-3.342463291514658486e-01
1.321000000000000085e+01,1.597233167326715453e+01,4.535701120474631587e+00,4.535701120478937476e+00,-2.890169924453938499e+00,-3.344753781351666455e-01,-3.344753781354632971e-01
1.322000000000000064e+01,1.596656637688204761e+01,4.535030869020994615e+00,4.535030869025298728e+00,-2.891273512514108024e+00,-3.347044271191615405e-01,-3.347044271194606901e-01
1.323000000000000043e+01,1.596080108049694068e+01,4.534360617567356755e+00,4.534360617571660867e+00,-2.892377100574277549e+00,-3.349334761031563801e-01,-3.349334761034580832e-01
1.324000000000000021e+01,1.595503578411183554e+01,4.533690366113718895e+00,4.533690366118022119e+00,-2.893480688634447073e+00,-3.351625250871512751e-01,-3.351625250874554762e-01
1.325000000000000000e+01,1.594927048772672862e+01,4.533020114660081923e+00,4.533020114664384259e+00,-2.894584276694616598e+00,-3.353915740711461702e-01,-3.353915740714528693e-01
1.325999999999999979e+01,1.594350519134162170e+01,4.532349863206444063e+00,4.532349863210746399e+00,-2.895687864754785679e+00,-3.356206230551410097e-01,-3.356206230554503178e-01
1.326999999999999957e+01,1.593773989495651655e+01,4.531679611752806203e+00,4.531679611757107651e+00,-2.896791452814955203e+00,-3.358496720391359047e-01,-3.358496720394477109e-01
1.328000000000000114e+01,1.593197459857140785e+01,4.531009360299168343e+00,4.531009360303469791e+00,-2.897895040875124728e+00,-3.360787210231308553e-01,-3.360787210234451594e-01
1.329000000000000092e+01,1.592620930218630271e+01,4.530339108845531371e+00,4.530339108849831042e+00,-2.898998628935294253e+00,-3.363077700071256948e-01,-3.363077700074425525e-01
1.330000000000000071e+01,1.592044400580119579e+01,4.529668857391893511e+00,4.529668857396193182e+00,-2.900102216995463777e+00,-3.365368189911205898e-01,-3.365368189914399455e-01
1.331000000000000050e+01,1.591467870941609064e+01,4.528998605938255650e+00,4.528998605942554434e+00,-2.901205805055633302e+00,-3.367658679751154849e-01,-3.367658679754373385e-01
1.332000000000000028e+01,1.590891341303098372e+01,4.528328354484618679e+00,4.528328354488916574e+00,-2.902309393115802383e+00,-3.369949169591103244e-01,-3.369949169594347871e-01
1.333000000000000007e+01,1.590314811664587680e+01,4.527658103030980818e+00,4.527658103035277826e+00,-2.903412981175971908e+00,-3.372239659431052194e-01,-3.372239659434321801e-01
1.333999999999999986e+01,1.589738282026077165e+01,4.526987851577342958e+00,4.526987851581639966e+00,-2.904516569236141432e+00,-3.374530149271001145e-01,-3.374530149274295732e-01
1.334999999999999964e+01,1.589161752387566473e+01,4.526317600123705098e+00,4.526317600128001217e+00,-2.905620157296310957e+00,-3.376820639110949540e-01,-3.376820639114269662e-01
1.335999999999999943e+01,1.588585222749055781e+01,4.525647348670068126e+00,4.525647348674363357e+00,-2.906723745356480482e+00,-3.379111128950898491e-01,-3.379111128954243592e-01
1.337000000000000099e+01,1.588008693110545089e+01,4.524977097216430266e+00,4.524977097220724609e+00,-2.907827333416650006e+00,-3.381401618790847441e-01,-3.381401618794218078e-01
1.338000000000000078e+01,1.587432163472034397e+01,4.524306845762792406e+00,4.524306845767086749e+00,-2.908930921476819087e+00,-3.383692108630796391e-01,-3.383692108634192008e-01
1.339000000000000057e+01,1.586855633833523882e+01,4.523636594309155434e+00,4.523636594313448001e+00,-2.910034509536988612e+00,-3.385982598470745342e-01,-3.385982598474166494e-01
1.340000000000000036e+01,1.586279104195013190e+01,4.522966342855517574e+00,4.522966342859810140e+00,-2.911138097597158136e+00,-3.388273088310693737e-01,-3.388273088314140424e-01
1.341000000000000014e+01,1.585702574556502498e+01,4.522296091401879714e+00,4.522296091406171392e+00,-2.912241685657327661e+00,-3.390563578150642687e-01,-3.390563578154114355e-01
1.341999999999999993e+01,1.585126044917991983e+01,4.521625839948241854e+00,4.521625839952533532e+00,-2.913345273717497186e+00,-3.392854067990591638e-01,-3.392854067994088285e-01
1.342999999999999972e+01,1.584549515279481291e+01,4.520955588494604882e+00,4.520955588498895672e+00,-2.914448861777666266e+00,-3.395144557830540033e-01,-3.395144557834062216e-01
1.343999999999999950e+01,1.583972985640970599e+01,4.520285337040967022e+00,4.520285337045256924e+00,-2.915552449837835791e+00,-3.397435047670488983e-01,-3.397435047674036701e-01
1.345000000000000107e+01,1.583396456002459907e+01,4.519615085587329162e+00,4.519615085591618175e+00,-2.916656037898005316e+00,-3.399725537510438489e-01,-3.399725537514011187e-01
1.346000000000000085e+01,1.582819926363949392e+01,4.518944834133691302e+00,4.518944834137980315e+00,-2.917759625958174841e+00,-3.402016027350386884e-01,-3.402016027353985117e-01
1.347000000000000064e+01,1.582243396725438700e+01,4.518274582680054330e+00,4.518274582684342455e+00,-2.918863214018344365e+00,-3.404306517190335835e-01,-3.404306517193959047e-01
1.348000000000000043e+01,1.581666867086928008e+01,4.517604331226416470e+00,4.517604331230703707e+00,-2.919966802078513890e+00,-3.406597007030284785e-01,-3.406597007033932978e-01
1.349000000000000021e+01,1.581090337448417493e+01,4.516934079772778610e+00,4.516934079777065847e+00,-2.921070390138683415e+00,-3.408887496870233180e-01,-3.408887496873906908e-01
1.350000000000000000e+01,1.580513807809906801e+01,4.516263828319141638e+00,4.516263828323427099e+00,-2.922173978198852495e+00,-3.411177986710182131e-01,-3.411177986713881394e-01
1.350999999999999979e+01,1.579937278171396109e+01,4.515593576865503778e+00,4.515593576869789239e+00,-2.923277566259022020e+00,-3.413468476550131081e-01,-3.413468476553855324e-01
1.351999999999999957e+01,1.579360748532885594e+01,4.514923325411865918e+00,4.514923325416150490e+00,-2.924381154319191545e+00,-3.415758966390079476e-01,-3.415758966393829255e-01
1.353000000000000114e+01,1.578784218894374725e+01,4.514253073958228057e+00,4.514253073962512630e+00,-2.925484742379361069e+00,-3.418049456230028982e-01,-3.418049456233803740e-01
1.354000000000000092e+01,1.578207689255864210e+01,4.513582822504591086e+00,4.513582822508873882e+00,-2.926588330439530594e+00,-3.420339946069977377e-01,-3.420339946073777670e-01
1.355000000000000071e+01,1.577631159617353518e+01,4.512912571050953225e+00,4.512912571055236022e+00,-2.927691918499700119e+00,-3.422630435909926327e-01,-3.422630435913751601e-01
1.356000000000000050e+01,1.577054629978842826e+01,4.512242319597315365e+00,4.512242319601597274e+00,-2.928795506559869199e+00,-3.424920925749875278e-01,-3.424920925753726086e-01
1.357000000000000028e+01,1.576478100340332311e+01,4.511572068143678393e+00,4.511572068147959413e+00,-2.929899094620038724e+00,-3.427211415589823673e-01,-3.427211415593700017e-01
1.358000000000000007e+01,1.575901570701821619e+01,4.510901816690040533e+00,4.510901816694320665e+00,-2.931002682680208249e+00,-3.429501905429772624e-01,-3.429501905433673947e-01
1.358999999999999986e+01,1.575325041063310927e+01,4.510231565236402673e+00,4.510231565240682805e+00,-2.932106270740377774e+00,-3.431792395269721574e-01,-3.431792395273647878e-01
1.359999999999999964e+01,1.574748511424800412e+01,4.509561313782764813e+00,4.509561313787044057e+00,-2.933209858800546854e+00,-3.434082885109670524e-01,-3.434082885113621808e-01
1.360999999999999943e+01,1.574171981786289720e+01,4.508891062329127841e+00,4.508891062333406197e+00,-2.934313446860716379e+00,-3.436373374949618920e-01,-3.436373374953596294e-01
1.362000000000000099e+01,1.573588720206847924e+01,4.508205818027260392e+00,4.508205818031537859e+00,-2.935316702624861218e+00,-3.438659775485656822e-01,-3.438659775489658621e-01
1.363000000000000078e+01,1.573001920043070712e+01,4.507512692869272364e+00,4.507512692873548943e+00,-2.936267219618018398e+00,-3.440944026515792564e-01,-3.440944026519818788e-01
1.364000000000000057e+01,1.572415119879293499e+01,4.506819567711284336e+00,4.506819567715560026e+00,-2.937217736611175578e+00,-3.443228277545928306e-01,-3.443228277549978955e-01
1.365000000000000036e+01,1.571828319715516109e+01,4.506126442553296307e+00,4.506126442557571110e+00,-2.938168253604332314e+00,-3.445512528576064049e-01,-3.445512528580139122e-01
1.366000000000000014e+01,1.571241519551738897e+01,4.505433317395308279e+00,4.505433317399582194e+00,-2.939118770597489494e+00,-3.447796779606199791e-01,-3.447796779610299289e-01
1.366999999999999993e+01,1.570654719387961684e+01,4.504740192237320251e+00,4.504740192241593277e+00,-2.940069287590646674e+00,-3.450081030636334978e-01,-3.450081030640459456e-01
1.367999999999999972e+01,1.570067919224184294e+01,4.504047067079332223e+00,4.504047067083604361e+00,-2.941019804583803854e+00,-3.452365281666470720e-01,-3.452365281670619623e-01
