time,pos_x_altitude,pos_y_crossrange,pos_z_downrange,vel_x_altitude,vel_y_crossrange,vel_z_downrange,control_x,control_y,control_z,log_mass,mass_kg,thrust_slack,thrust_magnitude,velocity_magnitude,position_magnitude,fuel_consumed_kg,throttle_percentage,accel_thrust_x,accel_thrust_y,accel_thrust_z,accel_thrust_magnitude,accel_total_x,accel_total_y,accel_total_z,accel_total_magnitude,accel_gravity_x,accel_gravity_y,accel_gravity_z,accel_gravity_magnitude,accel_thrust_gforce,accel_total_gforce
0.0,20.000000000000004,5.000000000000003,5.000000000000003,-6.426139076813022e-14,1.684804960098002e-14,1.6848049616551595e-14,0.73491201738,8.358404751232561e-16,8.358404758819389e-16,5.298317366416077,199.99999997360806,0.7349120173811945,0.73491201738,6.853641291089868e-14,21.21320343559643,2.6391944629722275e-08,0.036745600869,0.73491201738,8.358404751232561e-16,8.358404758819389e-16,0.73491201738,-2.97508798262,8.358404751232561e-16,8.358404758819389e-16,2.97508798262,-3.71,0.0,0.0,3.71,0.19808949255525607,0.8019105074447439
0.5042016806722689,19.992003547064314,4.999462103135407,4.99946210313551,-0.15992905871364702,-0.010757937291979281,-0.01075793728990125,3.486506808349629,-0.21515874584025774,-0.21515874579869715,5.29821149780919,199.97882737301003,3.4997596495436905,3.499759462659332,0.16065108231986722,21.205410829955813,0.021172626989965693,0.17498797313296657,3.486506808349629,-0.21515874584025774,-0.21515874579869715,3.499759462659332,-0.22349319165037107,-0.21515874584025774,-0.21515874579869715,0.3775391085957725,-3.71,0.0,0.0,3.71,0.9433313915523805,0.10176256296382008
1.0084033613445378,19.97478258793752,4.997328372039887,4.997328372040293,-0.18449012382234664,-0.03191668461847332,-0.03191668461448426,3.4422718894776643,-0.20801620068995225,-0.2080162006932921,5.298037630538414,199.9440606225694,3.4548196668507614,3.4548194222836717,0.18993144895409064,21.188169367629794,0.05593937743060451,0.17274097111418357,3.4422718894776643,-0.20801620068995225,-0.2080162006932921,3.4548194222836717,-0.2677281105223357,-0.20801620068995225,-0.2080162006932921,0.3977685516279718,-3.71,0.0,0.0,3.71,0.9312181731222835,0.1072152430264075
1.5126050420168067,19.953975313559468,4.99316560832769,4.99316560832848,-0.23165536373861303,-0.05133858962550783,-0.05133858962182949,3.0344233121982933,-0.18042189945106152,-0.18042189945393616,5.297875129133985,199.91157207169996,3.045132224363754,3.045132010474514,0.24276636735339602,21.16659009851425,0.08842792830003532,0.1522566005237257,3.0344233121982933,-0.18042189945106152,-0.18042189945393616,3.045132010474514,-0.6755766878017067,-0.18042189945106152,-0.18042189945393616,0.7221550974030577,-3.71,0.0,0.0,3.71,0.8207902993192759,0.19465096965041986
2.0168067226890756,19.926463224300395,4.9871936654373865,4.9871936654385305,-0.31858642144295135,-0.06810026818062119,-0.06810026817720904,2.646955533716228,-0.1548116716515243,-0.1548116716539737,5.297732598671007,199.88308061327658,2.655994710180674,2.655994522741114,0.3328251808080424,21.13783664291512,0.11691938672342417,0.1327997261370557,2.646955533716228,-0.1548116716515243,-0.1548116716539737,2.655994522741114,-1.0630444662837721,-0.1548116716515243,-0.1548116716539737,1.0853556304992327,-3.71,0.0,0.0,3.71,0.7159014886094648,0.29254868746610047
2.5210084033613445,19.88861157309757,4.979654992648098,4.979654992649572,-0.43844660261347246,-0.08267318760520068,-0.08267318760201837,2.375840842874639,-0.1366467168403785,-0.13664671684252594,5.29760660459394,199.85789811546957,2.3836873050325544,2.3836871357454554,0.4537677106630434,21.098597062297188,0.14210188453043315,0.11918435678727277,2.375840842874639,-0.1366467168403785,-0.13664671684252594,2.3836871357454554,-1.3341591571253608,-0.1366467168403785,-0.13664671684252594,1.3480820846627068,-3.71,0.0,0.0,3.71,0.6425032710904193,0.3633644433053118
3.0252100840336134,19.837697782847517,4.97073273343024,4.970732733432022,-0.5798292023876743,-0.09577199675201321,-0.09577199674903608,2.216507161642614,-0.12532946609618037,-0.12532946609813592,5.297491420991111,199.83487908844347,2.2235826162216767,2.223582458052184,0.595438035957304,21.04639211689264,0.16512091155652797,0.11117912290260921,2.216507161642614,-0.12532946609618037,-0.12532946609813592,2.223582458052184,-1.493492838357386,-0.12532946609618037,-0.12532946609813592,1.503973340311988,-3.71,0.0,0.0,3.71,0.5993483714426372,0.40538364967978113
3.5294117647058822,19.772082743042972,4.960543418601723,4.960543418603795,-0.7324715937031602,-0.10801429981836022,-0.10801429981557327,2.150645012048957,-0.11951659523106221,-0.11951659523291087,5.297381897741687,199.8129937216375,2.1572767689961765,2.157276616691228,0.748230454814522,20.97973398338082,0.18700627836250305,0.10786383083456139,2.150645012048957,-0.11951659523106221,-0.11951659523291087,2.157276616691228,-1.559354987951043,-0.11951659523106221,-0.11951659523291087,1.5684885755144953,-3.71,0.0,0.0,3.71,0.5814761770057217,0.4227732009473033
4.033613445378151,19.691016560216376,4.949150842088359,4.9491508420907,-0.8888520628287885,-0.11983723044898105,-0.11983723044637612,2.14174560543977,-0.11694201738165205,-0.11694201738344356,5.297274261051495,199.79148766977684,2.1481214470865857,2.14812129761789,0.9048645827955322,20.89795016957947,0.20851233022315796,0.1074060648808945,2.14174560543977,-0.11694201738165205,-0.11694201738344356,2.14812129761789,-1.5682543945602299,-0.11694201738165205,-0.11694201738344356,1.5769504484657955,-3.71,0.0,0.0,3.71,0.5790084360156038,0.42505402923606345
4.53781512605042,19.59433840716407,4.9365850175609225,4.936585017563515,-1.0447109982173977,-0.13147926009980546,-0.13147926009737795,2.1610756867893346,-0.11589857563512743,-0.11589857563688528,5.29716637421238,199.76993396039177,2.167282567102489,2.167282418998711,1.0611289560974848,20.8009096167861,0.23006603960823213,0.10836412094993556,2.1610756867893346,-0.11589857563512743,-0.11589857563688528,2.167282418998711,-1.5489243132106654,-0.11589857563512743,-0.11589857563688528,1.5575723057771802,-3.71,0.0,0.0,3.71,0.5841731587597604,0.4198308101825284
