time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,thrust_x,thrust_y,thrust_z,log_mass,mass,thrust_magnitude
0.0,0.0,5.0000000000000036,10.00000000000001,0.0,6.28623444590864e-15,1.7754517261207033e-15,0.0,3.077235277696141e-16,4.13599406638506,5.298317366550606,200.00000000051384,4.13599406638574
0.10020040080160321,0.0,4.999972736583706,9.983343666851262,0.0,-0.0005452683260157245,-0.33312666297513993,0.0,-0.010905366520563611,8.81477267411208,5.297993592059638,199.93525558418085,8.814779761053497
0.20040080160320642,0.0,4.9998598186073435,9.948448180899865,0.0,-0.0017130912012552706,-0.36478305605299766,0.0,-0.012451090984345273,10.16539946433075,5.297519079835426,199.8404063666915,10.165407432879416
0.30060120240480964,0.0,4.999628983785917,9.91173342662743,0.0,-0.002903605227347615,-0.3695120293958505,0.0,-0.011359189537614719,9.35332106881218,5.297031103683591,199.74291280341313,9.353328302069318
0.40080160320641284,0.0,4.9992799625395055,9.874278658839508,0.0,-0.00407681970093298,-0.37958332636280673,0.0,-0.01210509993420087,10.058552991848682,5.296545798744795,199.64600009934912,10.058560609586253
0.5010020040080161,0.0,4.998813016010758,9.836743126278654,0.0,-0.005262110874052999,-0.37112732485442296,0.0,-0.011600723528303086,9.72386703831898,5.296051230009051,199.54728584198855,9.723874288010837
0.6012024048096193,0.0,4.998228633244507,9.799613154626114,0.0,-0.006425544451027701,-0.37147210819658305,0.0,-0.0116679480112898,9.882537294837805,5.295561061745734,199.4494980636284,9.88254451077127
0.7014028056112225,0.0,4.997528556007474,9.762450549227747,0.0,-0.0075760002896721,-0.37177999977095494,0.0,-0.01134116876169238,9.724604873674748,5.295070875043987,199.35175453025485,9.724611813233166
0.8016032064128257,0.0,4.996714530132847,9.724933064132752,0.0,-0.008704517202938439,-0.37856970212909885,0.0,-0.011229169503723983,9.752901079162365,5.294583929309817,199.2547046747112,9.752907868695607
0.9018036072144289,0.0,4.99578823929941,9.686849331373784,0.0,-0.009821299465843213,-0.3831049530504783,0.0,-0.011106475754456512,9.769693902410038,5.294095856339567,199.15747756805575,9.76970053936223
1.0020040080160322,0.0,4.994750816737649,9.64845038611729,0.0,-0.010927151769432469,-0.3848739520795897,0.0,-0.0110105703174092,9.808226117007724,5.2936064002285415,199.0600225755201,9.808232619846768
1.1022044088176353,0.0,4.993603367425399,9.609995561937252,0.0,-0.012021834475619018,-0.38422253152134794,0.0,-0.010883083806398023,9.818102294157102,5.293115733895568,198.96237448247624,9.818108647474023
1.2024048096192386,0.0,4.992347123247878,9.57161949948774,0.0,-0.013103049074856635,-0.3832987174690698,0.0,-0.0107412081784262,9.813673986888455,5.292624931371284,198.86474720665925,9.813680185499717
1.3026052104208417,0.0,4.9909834953712995,9.533283414105101,0.0,-0.014169508456762063,-0.3834229901838714,0.0,-0.010587979459750069,9.797140558815505,5.292134652906529,198.76727200065451,9.797146599496813
1.402805611222445,0.0,4.989513918269038,9.494915717009084,0.0,-0.015222033588525679,-0.3839309517366809,0.0,-0.010462523175585835,9.8060002101283,5.291644566296709,198.66988268872473,9.806006110009244
1.503006012024048,0.0,4.987939724839339,9.456535307491524,0.0,-0.01626183500552565,-0.3836772386146667,0.0,-0.010333505164473117,9.812374052311979,5.291154098850545,198.5724654706727,9.812379810930242
1.6032064128256514,0.0,4.986262205644435,9.418205162300437,0.0,-0.017288548892577443,-0.3829256652073091,0.0,-0.010200772576618285,9.815957415835166,5.290663382477353,198.47504661506977,9.815963032766344
1.7034068136272547,0.0,4.984482688648792,9.379959698764813,0.0,-0.018301791020343787,-0.38198360550532334,0.0,-0.010064069978760293,9.816183778204543,5.2901725708665905,198.37765665975994,9.816189253096171
1.8036072144288577,0.0,4.9826025378348495,9.341803488964555,0.0,-0.019301225258566555,-0.381140590500004,0.0,-0.009924614785742835,9.81397652190184,5.289681808786053,198.2803243137113,9.813981855186453
1.903807615230461,0.0,4.980623147060675,9.303714502664853,0.0,-0.02028659022494093,-0.38063913549421735,0.0,-0.009782684541788687,9.80935257821389,5.289191217495291,198.1830735706078,9.809357770607448
2.0040080160320644,0.0,4.978545932548682,9.26564882705563,0.0,-0.02125770001499431,-0.38067437669043364,0.0,-0.00963951125931916,9.80324259786178,5.2887008945639025,198.08592368437795,9.803247650848007
2.1042084168336674,0.0,4.976372323193539,9.227547520739153,0.0,-0.022214487087903172,-0.3813517496393091,0.0,-0.009496230198894746,9.796509943160705,5.288210892710413,197.98888499113372,9.796514858911781
2.2044088176352705,0.0,4.9741037491483135,9.189345434619195,0.0,-0.02315699381665117,-0.38268997276002353,0.0,-0.009353904376098301,9.790025594424998,5.28772122129405,197.8919592262211,9.790030375711629
2.3046092184368736,0.0,4.9717416317172525,9.150979407445346,0.0,-0.02408535480462186,-0.3846305707170907,0.0,-0.009213315383344993,9.784462446433654,5.287231851076539,197.79514048712684,9.784467096436678
2.404809619238477,0.0,4.969287375478781,9.112394988767045,0.0,-0.02499976996484288,-0.3870578028491067,0.0,-0.009074987821101626,9.780292910926024,5.28674272418646,197.69841722209094,9.780297433073901
2.50501002004008,0.0,4.966742363128091,9.073550978194572,0.0,-0.02590047704903587,-0.38982240860051,0.0,-0.008939153862780986,9.777714974045907,5.2862537659921776,197.60177459002233,9.777719371856858
2.6052104208416833,0.0,4.964107953024316,9.034421468355422,0.0,-0.026787725026488546,-0.3927677881826875,0.0,-0.008805805686292053,9.77667743431054,5.285764898192375,197.50519705398867,9.776681711272381
