time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,acc_x,acc_y,acc_z
0.0,2.771276007554656e-11,5.000000000000001,5.000000000000001,-2.972318695618191e-14,9.244916524458388e-15,9.244905700677517e-15,13.71917216135788,4.602419625067452e-16,4.602414256406418e-16
0.10101010101010101,0.04796048156626878,4.998869176890692,4.998869176892198,0.959209630775128,-0.022616462186204403,-0.022616462156091078,5.465020454145666,-0.4523292437244575,-0.45232924312219097
0.20202020202020202,0.1688441520014669,4.994431588436719,4.994431588438061,1.4584637779300516,-0.06613530689325824,-0.0661353069266714,4.5200624889529415,-0.41804765041680175,-0.41804765228959817
0.30303030303030304,0.3328217451622235,4.985879842879144,4.985879842872653,1.8210880852857008,-0.10489960425826614,-0.1048996043814889,2.7324236581600907,-0.3572382968835377,-0.3572382968069329
0.40404040404040403,0.5256881801484526,4.973703873168607,4.9737038731511305,2.0362406144392766,-0.13861978995248922,-0.13861979004897668,1.5706269249114104,-0.3171654170011037,-0.31716541654300245
0.5050505050505051,0.7352413301356321,4.958324225812628,4.958324225787514,2.154822385304593,-0.16897315716710598,-0.16897315722336262,0.8010084923948817,-0.2899019272914115,-0.28990192694489575
0.6060606060606061,0.9532819216920769,4.940031062749649,4.9400310627204105,2.205989445824522,-0.1968901040924988,-0.1968901041187291,0.22233271800362964,-0.2684370112166226,-0.2684370109626121
0.7070707070707071,1.1738642928838177,4.919043812613594,4.919043812582784,2.2056579780104575,-0.22285489862861887,-0.2228548986338145,-0.22896207428500048,-0.2508588795059568,-0.2508588793392734
0.8080808080808081,1.3924132336441852,4.895540387726572,4.895540387695884,2.1653208371970263,-0.2472135991118516,-0.2472135991042086,-0.577780741983716,-0.2363151301588739,-0.2363151300687847
0.9090909090909091,1.6054017194649715,4.869667546159525,4.8696675461298975,2.0944488792188047,-0.27024323222910335,-0.27024323221553137,-0.8396584175808233,-0.22427753218633584,-0.22427753215784693
1.0101010101010102,1.810177214694907,4.841546779483624,4.841546779455381,2.001061025379988,-0.29217210128892146,-0.2921721012748172,-1.028098659195635,-0.21429984901020066,-0.21429984902804397
1.1111111111111112,2.004824262769414,4.811278874048903,4.811278874021898,1.89187993611021,-0.3131860074055271,-0.31318600739485697,-1.15552312620005,-0.205978273322087,-0.20597827337292463
1.2121212121212122,2.188040833448469,4.778947934320809,4.778947934294561,1.7724514774709377,-0.33343278715636826,-0.3334327871518908,-1.2330460465855264,-0.1989573216949091,-0.19895732176792447
1.3131313131313131,2.359027506242156,4.744624927266717,4.744624927240518,1.647281978402846,-0.35302735392549295,-0.3530273539290028,-1.2703439347764363,-0.1929340136877559,-0.19293401377448777
1.4141414141414141,2.5173905652031285,4.708370717758346,4.708370717731344,1.519979200816627,-0.37205683624195673,-0.37205683625450076,-1.275711616948083,-0.1876556326416885,-0.18765563273564034
1.5151515151515151,2.663058709747747,4.670238608983161,4.670238608954429,1.393383690075765,-0.3905853392617646,-0.3905853392838187,-1.2561985978692967,-0.18291442775463737,-0.1829144278508875
1.6161616161616161,2.796212194857813,4.630276434662495,4.630276434631079,1.2696860121255662,-0.4086581471515903,-0.40865814718320065,-1.2177549611348137,-0.17854173004204354,-0.1785417301369171
1.7171717171717171,2.917223000701545,4.588528259548078,4.588528259513038,1.1505301047490775,-0.4263053551367509,-0.42630535517764523,-1.1653631863951066,-0.17440242966133293,-0.1744024297521401
1.8181818181818181,3.0266047156321303,4.545035742966045,4.5450357429264745,1.0371041938626275,-0.4435449765039572,-0.44354497655363323,-1.1031550313340333,-0.1703899976829565,-0.1703899977677823
1.9191919191919191,3.124970952239581,4.499839215290049,4.499839215245104,0.9302205382863972,-0.4603855770160017,-0.46038557707379574,-1.034518080190713,-0.16642201255809394,-0.16642201263562922
2.0202020202020203,3.2130012233240777,4.452978512193615,4.452978512142526,0.8303848834035203,-0.4768284849126762,-0.47682848497781716,-0.962195017466966,-0.16243614537555387,-0.16243614544495727
2.121212121212121,3.291413283959369,4.404493606857116,4.4044936067991864,0.737856329302299,-0.4928696218173442,-0.4928696218889946,-0.8883760645575975,-0.15838659271796213,-0.15838659277874753
2.2222222222222223,3.360941017956743,4.354425075790058,4.354425075724682,0.6526983506451769,-0.5085009995238301,-0.5085009996011172,-0.8147835085849859,-0.15424096141191077,-0.15424096146385688
2.323232323232323,3.422317026634572,4.302814429430371,4.302814429357029,0.5748218229113774,-0.5237119276699379,-0.5237119277519762,-0.7427470460911394,-0.14997760151039505,-0.14997760155347448
2.4242424242424243,3.4762591681671458,4.249704334247548,4.249704334165808,0.5040210077400951,-0.5384899759865515,-0.53848997607246,-0.6732692573346419,-0.14558336482202378,-0.14558336485634907
2.525252525252525,3.5234603923884906,4.195138748866575,4.195138748776094,0.4400034766867848,-0.5528217316329481,-0.552821731721862,-0.6070813637316963,-0.141051748106055,-0.14105174813183746
2.6262626262626263,3.5645813113335993,4.139162992910333,4.139162992810852,0.38241490221537655,-0.5666933874919204,-0.5666933875829996,-0.544690125696599,-0.13638136907353238,-0.1363813690910537
2.727272727272727,3.600245033338987,4.081823763936873,4.081823763828217,0.3308595378923534,-0.5800911919773137,-0.5800911920697485,-0.4864171607639918,-0.1315747206344715,-0.13157472064406364
2.8282828282828283,3.6310338640231916,4.023169115055443,4.023169114937514,0.2849170757917107,-0.5930017856513216,-0.5930017857443376,-0.43243208124899013,-0.1266371528458211,-0.1266371528478535
2.929292929292929,3.6574875395305506,3.96324840350876,3.9632484033815367,0.2441564343554656,-0.6054124452823758,-0.6054124453752369,-0.3827807474760405,-0.12157603977539395,-0.12157603977026535
3.0303030303030303,3.680102706863034,3.9021122186373,3.902112218500834,0.2081469122941794,-0.6173112521468416,-0.617311252238853,-0.3374096937498088,-0.11640009751404841,-0.11640009750218273
3.131313131313131,3.699333405106224,3.8398122961090664,3.839812295963475,0.17646705256959944,-0.6286871984178681,-0.6286871985083785,-0.2961875007419099,-0.11111882790660725,-0.11111882788845166
3.2323232323232323,3.71559233255321,3.776401424024475,3.776401423869937,0.1487114963701154,-0.639530243274008,-0.6395302433624118,-0.25892362324789175,-0.10574206921631049,-0.10574206919233425
3.3333333333333335,3.7292527107028057,3.711933345425017,3.7119333452617713,0.12449606662178708,-0.649831328715187,-0.6498313288009268,-0.22538497171879257,-0.100279639607386,-0.10027963957808052
3.4343434343434343,3.7406505789236015,3.6464626607990165,3.646462660627356,0.10346129779410523,-0.6595823638048631,-0.6595823638874314,-0.1953104048349612,-0.09474106218624642,-0.09474106215212444
3.5353535353535355,3.7500873746526855,3.5800447333585046,3.580044733178769,0.08527461678755298,-0.6687761850054093,-0.6687761850843512,-0.16842321529619753,-0.0891353618247843,-0.08913536178637982
3.6363636363636362,3.757832674125666,3.51273559914184,3.512735598954411,0.0696313726720537,-0.6774064993279391,-0.6774064994028542,-0.14444166701390238,-0.08347092462591596,-0.08347092458378237
3.7373737373737375,3.7641269880822956,3.44459188336978,3.4445918831750784,0.05625490646052158,-0.6854678161132942,-0.685467816183838,-0.12308765721685333,-0.07775541108128489,-0.07775541103599333
3.8383838383838382,3.769184525566871,3.3756707239454187,3.375670723743896,0.044895843230971025,-0.6929553723739745,-0.6929553724398606,-0.10409360737426887,-0.07199571413241658,-0.07199571408455237
3.9393939393939394,3.773195856549451,3.3060297025387126,3.306029702330845,0.03533077642062036,-0.6998650557601925,-0.6998650558211934,-0.08720772883285832,-0.06619795359203415,-0.06619795354219334
4.040404040404041,3.7763304202612797,3.2357267833314567,3.2357267831177414,0.027360497815946686,-0.706193328384971,-0.706193328440919,-0.07219784326072265,-0.060367498903618595,-0.06036749885240313
4.141414141414141,3.7787388405207474,3.1648202592133106,3.1648202589942596,0.020807907373397116,-0.7119371539779883,-0.7119371540287762,-0.058853965590373036,-0.05450901295680946,-0.054509012904821914
4.242424242424242,3.7805550216636417,3.093368705006561,3.093368704782691,0.015515715484470765,-0.7170939301570551,-0.7170939302026355,-0.04698987218825934,-0.048626510624600966,-0.04862651057243869
4.343434343434343,3.7818980088309266,3.021430937147383,3.021430936919215,0.011344027861225375,-0.7216614270265425,-0.7216614270669272,-0.03644388027675305,-0.04272342676521699,-0.0427234267134657
