problem_status,optimal_value,is_dcp,is_dpp,is_dgp,is_qp,num_variables,num_constraints,num_parameters,size_max_big_small_squared,size_max_data_dimension,size_num_scalar_data,size_num_scalar_eq_constr,size_num_scalar_leq_constr,size_num_scalar_variables,solver_name,num_iters,solve_time,setup_time,solver_extra_stats,manual_solve_time,problem_type,flight_time,initial_position_x,initial_position_y,initial_position_z,final_position_x,final_position_y,final_position_z,final_mass,fuel_consumed,fuel_efficiency
optimal,4.597534773387886,True,True,False,False,13200,,,27.0,3,19200,8413,8390,13200,ECOS,14,0.180902125,0.007169834,"{'x': array([ 5.29831737,  5.29806877,  5.29770464, ..., 15.44892384,
        3.86402651, 19.6133    ], shape=(15598,)), 'y': array([ 0.00000000e+00,  0.00000000e+00, -2.52387697e-12, ...,
        0.00000000e+00,  0.00000000e+00,  1.60496192e+01], shape=(8413,)), 'z': array([ 7.65202280e-14,  8.71894742e-02,  9.15401957e-14, ...,
        0.00000000e+00,  0.00000000e+00, -4.01240480e-02], shape=(17982,)), 's': array([1.13606183e+00, 9.69547796e-13, 1.00687740e+00, ...,
       0.00000000e+00, 0.00000000e+00, 1.96133000e+01], shape=(17982,)), 'info': {'exitFlag': 0, 'pcost': -4.597534773387886, 'dcost': -4.5975347760116065, 'pres': 1.9470532717214232e-14, 'dres': 2.949361366645815e-14, 'pinf': 0.0, 'dinf': 0.0, 'pinfres': nan, 'dinfres': 0.9451111434272192, 'gap': 2.045186921518692e-08, 'relgap': 4.4484425291504875e-09, 'r0': 1e-08, 'iter': 14, 'mi_iter': -1, 'infostring': 'Optimal solution found', 'timing': {'runtime': 0.188071959, 'tsetup': 0.007169834, 'tsolve': 0.180902125}, 'numerr': 0}}",8.933917045593262,Problem 4 - Minimum Fuel Use,120,0,0,10,0.0,0.0,-4.2811966231638413e-13,99.23936631138288,100.76063368861712,49.61968315569144
