time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,thrust_x,thrust_y,thrust_z,position_magnitude,velocity_magnitude,thrust_magnitude,acceleration_x,acceleration_y,acceleration_z,acceleration_magnitude,log_mass,mass,thrust_to_weight
0.45045045045045046,0.0,0.0,9.836630564731228,0.0,0.0,-0.7146461508891807,0.0,0.0,8.302147475560691,9.836630564731228,0.7146461508891807,8.302147475560691,0.0,0.0,-1.504502524439308,1.504502524439308,5.296488039973309,199.63447340063706,0.0042406730106588015
0.46046046046046046,0.0,0.0,9.829488204299038,0.0,0.0,-0.7295155775468961,0.0,0.0,8.312028404177308,9.829488204299038,0.7295155775468961,8.312028404177308,0.0,0.0,-1.4946215958226907,1.4946215958226907,5.296446882451242,199.62625707885047,0.004245894814942133
0.47047047047047047,0.0,0.0,9.822345843866849,0.0,0.0,-0.7443850042046115,0.0,0.0,8.321909332793926,9.822345843866849,0.7443850042046115,8.321909332793926,0.0,0.0,-1.4847406672060732,1.4847406672060732,5.296405724929176,199.6180407570639,0.004251116619225464
0.4804804804804805,0.0,0.0,9.815203483434658,0.0,0.0,-0.7592544308623268,0.0,0.0,8.331790261410543,9.815203483434658,0.7592544308623268,8.331790261410543,0.0,0.0,-1.4748597385894557,1.4748597385894557,5.296364567407109,199.60982443527732,0.004256338423508796
0.4904904904904905,0.0,0.0,9.808061123002467,0.0,0.0,-0.7741238575200422,0.0,0.0,8.341671190027162,9.808061123002467,0.7741238575200422,8.341671190027162,0.0,0.0,-1.4649788099728385,1.4649788099728385,5.2963234098850425,199.60160811349073,0.004261560227792127
0.5005005005005005,0.0,0.0,9.800918762570276,0.0,0.0,-0.7889932841777577,0.0,0.0,8.351552118643779,9.800918762570276,0.7889932841777577,8.351552118643779,0.0,0.0,-1.455097881356221,1.455097881356221,5.296282252362976,199.59339179170416,0.004266782032075459
0.5105105105105106,0.0,0.0,9.79299436918132,0.0,0.0,-0.8032821772533013,0.0,0.0,8.362264524049348,9.79299436918132,0.8032821772533013,8.362264524049348,0.0,0.0,-1.4443854759506511,1.4443854759506511,5.2962408045681615,199.5851194196013,0.004272432403421094
0.5205205205205206,0.0,0.0,9.784418281661724,0.0,0.0,-0.8170872923437018,0.0,0.0,8.373669826779045,9.784418281661724,0.8170872923437018,8.373669826779045,0.0,0.0,-1.432980173220954,1.432980173220954,5.29619911487939,199.57680033890156,0.004278439913985314
0.5305305305305306,0.0,0.0,9.775842194142127,0.0,0.0,-0.8308924074341023,0.0,0.0,8.385075129508742,9.775842194142127,0.8308924074341023,8.385075129508742,0.0,0.0,-1.421574870491257,1.421574870491257,5.296157425190619,199.56848125820179,0.004284447424549534
0.5405405405405406,0.0,0.0,9.76726610662253,0.0,0.0,-0.8446975225245028,0.0,0.0,8.39648043223844,9.76726610662253,0.8446975225245028,8.39648043223844,0.0,0.0,-1.41016956776156,1.41016956776156,5.296115735501848,199.56016217750204,0.004290454935113754
0.5505505505505506,0.0,0.0,9.758690019102934,0.0,0.0,-0.8585026376149034,0.0,0.0,8.407885734968136,9.758690019102934,0.8585026376149034,8.407885734968136,0.0,0.0,-1.398764265031863,1.398764265031863,5.296074045813077,199.5518430968023,0.004296462445677974
0.5605605605605606,0.0,0.0,9.75011393158334,0.0,0.0,-0.8723077527053039,0.0,0.0,8.419291037697834,9.75011393158334,0.8723077527053039,8.419291037697834,0.0,0.0,-1.3873589623021658,1.3873589623021658,5.296032356124306,199.54352401610254,0.004302469956242193
0.5705705705705706,0.0,0.0,9.741537844063743,0.0,0.0,-0.8861128677957044,0.0,0.0,8.43069634042753,9.741537844063743,0.8861128677957044,8.43069634042753,0.0,0.0,-1.3759536595724688,1.3759536595724688,5.295990666435535,199.5352049354028,0.004308477466806413
0.5805805805805806,0.0,0.0,9.732961756544146,0.0,0.0,-0.8999179828861049,0.0,0.0,8.442101643157228,9.732961756544146,0.8999179828861049,8.442101643157228,0.0,0.0,-1.3645483568427719,1.3645483568427719,5.2959489767467645,199.52688585470304,0.004314484977370633
0.5905905905905906,0.0,0.0,9.72438566902455,0.0,0.0,-0.9137230979765054,0.0,0.0,8.453506945886925,9.72438566902455,0.9137230979765054,8.453506945886925,0.0,0.0,-1.3531430541130747,1.3531430541130747,5.295907287057993,199.51856677400326,0.004320492487934853
0.6006006006006006,0.0,0.0,9.715809581504953,0.0,0.0,-0.9275282130669059,0.0,0.0,8.464912248616622,9.715809581504953,0.9275282130669059,8.464912248616622,0.0,0.0,-1.3417377513833777,1.3417377513833777,5.295865597369222,199.5102476933035,0.004326499998499073
0.6106106106106106,0.0,0.0,9.70663397649507,0.0,0.0,-0.9407735733354066,0.0,0.0,8.477144190757326,9.70663397649507,0.9407735733354066,8.477144190757326,0.0,0.0,-1.3295058092426741,1.3295058092426741,5.2958236277974615,199.50187438845902,0.004332933695276422
0.6206206206206206,0.0,0.0,9.696738950496842,0.0,0.0,-0.9533472278176275,0.0,0.0,8.490368100191237,9.696738950496842,0.9533472278176275,8.490368100191237,0.0,0.0,-1.3162818998087626,1.3162818998087626,5.295781322366114,199.49343601464076,0.0043398788155095255
0.6306306306306306,0.0,0.0,9.686843924498614,0.0,0.0,-0.9659208822998484,0.0,0.0,8.503592009625148,9.686843924498614,0.9659208822998484,8.503592009625148,0.0,0.0,-1.303057990374851,1.303057990374851,5.295739016934767,199.48499764082254,0.004346823935742629
0.6406406406406406,0.0,0.0,9.676948898500388,0.0,0.0,-0.9784945367820693,0.0,0.0,8.51681591905906,9.676948898500388,0.9784945367820693,8.51681591905906,0.0,0.0,-1.2898340809409394,1.2898340809409394,5.295696711503419,199.47655926700432,0.004353769055975732
0.6506506506506506,0.0,0.0,9.66705387250216,0.0,0.0,-0.9910681912642902,0.0,0.0,8.530039828492972,9.66705387250216,0.9910681912642902,8.530039828492972,0.0,0.0,-1.276610171507028,1.276610171507028,5.295654406072072,199.4681208931861,0.004360714176208836
0.6606606606606606,0.0,0.0,9.657158846503933,0.0,0.0,-1.003641845746511,0.0,0.0,8.543263737926884,9.657158846503933,1.003641845746511,8.543263737926884,0.0,0.0,-1.2633862620731162,1.2633862620731162,5.295612100640724,199.45968251936787,0.004367659296441939
